elementcd,enddate,ordinal,storedunitcd,element_name,dataprecision,stationtriplet,begindate,duration,originalunitcd,datasource,flag,value,date,snowyeardate,snowyear,nthdayofyear
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,10.0,2014-04-01,2013-07-02,2013,182
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,10.0,2014-04-02,2013-07-03,2013,183
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,6.0,2014-04-03,2013-07-04,2013,184
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,7.0,2014-04-04,2013-07-05,2013,185
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,4.0,2014-04-05,2013-07-06,2013,186
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,6.0,2014-04-06,2013-07-07,2013,187
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,3.0,2014-04-07,2013-07-08,2013,188
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,1.0,2014-04-08,2013-07-09,2013,189
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-09,2013-07-10,2013,190
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-10,2013-07-11,2013,191
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-11,2013-07-12,2013,192
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-12,2013-07-13,2013,193
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-13,2013-07-14,2013,194
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-14,2013-07-15,2013,195
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-15,2013-07-16,2013,196
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-16,2013-07-17,2013,197
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-17,2013-07-18,2013,198
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-18,2013-07-19,2013,199
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-19,2013-07-20,2013,200
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-20,2013-07-21,2013,201
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-21,2013-07-22,2013,202
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-22,2013-07-23,2013,203
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-23,2013-07-24,2013,204
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-24,2013-07-25,2013,205
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-25,2013-07-26,2013,206
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-26,2013-07-27,2013,207
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-04-27,2013-07-28,2013,208
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-28,2013-07-29,2013,209
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-29,2013-07-30,2013,210
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-04-30,2013-07-31,2013,211
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-01,2013-08-01,2013,212
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-02,2013-08-02,2013,213
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-03,2013-08-03,2013,214
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-04,2013-08-04,2013,215
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-05,2013-08-05,2013,216
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-06,2013-08-06,2013,217
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-07,2013-08-07,2013,218
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-08,2013-08-08,2013,219
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-09,2013-08-09,2013,220
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-10,2013-08-10,2013,221
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-11,2013-08-11,2013,222
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-12,2013-08-12,2013,223
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-13,2013-08-13,2013,224
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-05-14,2013-08-14,2013,225
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-05-15,2013-08-15,2013,226
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-16,2013-08-16,2013,227
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-05-17,2013-08-17,2013,228
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-18,2013-08-18,2013,229
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-19,2013-08-19,2013,230
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-05-20,2013-08-20,2013,231
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-21,2013-08-21,2013,232
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-22,2013-08-22,2013,233
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-05-23,2013-08-23,2013,234
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-24,2013-08-24,2013,235
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-25,2013-08-25,2013,236
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-26,2013-08-26,2013,237
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-27,2013-08-27,2013,238
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-28,2013-08-28,2013,239
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-29,2013-08-29,2013,240
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-30,2013-08-30,2013,241
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-05-31,2013-08-31,2013,242
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-01,2013-09-01,2013,243
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-02,2013-09-02,2013,244
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-03,2013-09-03,2013,245
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-04,2013-09-04,2013,246
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-05,2013-09-05,2013,247
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-06,2013-09-06,2013,248
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-07,2013-09-07,2013,249
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-08,2013-09-08,2013,250
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-09,2013-09-09,2013,251
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-10,2013-09-10,2013,252
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-11,2013-09-11,2013,253
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-12,2013-09-12,2013,254
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-13,2013-09-13,2013,255
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-14,2013-09-14,2013,256
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-15,2013-09-15,2013,257
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-16,2013-09-16,2013,258
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,V,0.0,2014-06-17,2013-09-17,2013,259
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-18,2013-09-18,2013,260
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-19,2013-09-19,2013,261
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-20,2013-09-20,2013,262
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-21,2013-09-21,2013,263
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-22,2013-09-22,2013,264
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-23,2013-09-23,2013,265
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-24,2013-09-24,2013,266
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-25,2013-09-25,2013,267
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-26,2013-09-26,2013,268
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-27,2013-09-27,2013,269
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-28,2013-09-28,2013,270
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-29,2013-09-29,2013,271
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-06-30,2013-09-30,2013,272
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-01,2013-10-01,2013,273
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-02,2013-10-02,2013,274
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-03,2013-10-03,2013,275
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-04,2013-10-04,2013,276
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-05,2013-10-05,2013,277
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-06,2013-10-06,2013,278
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-07,2013-10-07,2013,279
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-08,2013-10-08,2013,280
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-09,2013-10-09,2013,281
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-10,2013-10-10,2013,282
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-11,2013-10-11,2013,283
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-12,2013-10-12,2013,284
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-13,2013-10-13,2013,285
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-14,2013-10-14,2013,286
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-15,2013-10-15,2013,287
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-16,2013-10-16,2013,288
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-17,2013-10-17,2013,289
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-18,2013-10-18,2013,290
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-19,2013-10-19,2013,291
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-20,2013-10-20,2013,292
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-21,2013-10-21,2013,293
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-22,2013-10-22,2013,294
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-23,2013-10-23,2013,295
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-24,2013-10-24,2013,296
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-25,2013-10-25,2013,297
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-26,2013-10-26,2013,298
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-27,2013-10-27,2013,299
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-28,2013-10-28,2013,300
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-29,2013-10-29,2013,301
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-30,2013-10-30,2013,302
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-07-31,2013-10-31,2013,303
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-01,2013-11-01,2013,304
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-02,2013-11-02,2013,305
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-03,2013-11-03,2013,306
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-04,2013-11-04,2013,307
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-05,2013-11-05,2013,308
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-06,2013-11-06,2013,309
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-07,2013-11-07,2013,310
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-08,2013-11-08,2013,311
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-09,2013-11-09,2013,312
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-10,2013-11-10,2013,313
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-11,2013-11-11,2013,314
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-12,2013-11-12,2013,315
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-13,2013-11-13,2013,316
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-14,2013-11-14,2013,317
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-15,2013-11-15,2013,318
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-16,2013-11-16,2013,319
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-17,2013-11-17,2013,320
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-18,2013-11-18,2013,321
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-19,2013-11-19,2013,322
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-20,2013-11-20,2013,323
SNWD,2100-01-01 00:00:00,1,in,SNOW DEPTH,0,1010:OR:SNTL,2001-09-04 08:00:00,DAILY,in,OBSERVED,E,0.0,2014-08-21,2013-11-21,2013,324
